country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.7,13.1,,7.9,5.97,5.79,5.26,5.79,5.53,5.92,7.52,9.13,8.91,20.6,21,20.7,17.7,15.7,17.1,17.7,16.1,15.2,13.3,12.3,11.3,10.9,10.2,8.66,7.76,8.3,6.38,5.81,4.52,3.91,3.52,4.58,3.59,2.87,3.11,2.28,2.15,2.06,3.24,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,15.5,,14.8,14.6,14,14.1,13.9,,12.1,11.5,11.3,11.2,11.3,10.9,15,14.6,13.3,,12.4,12.4,12.4,12.5,12.3,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95,10.1,8.94,11.3,,,7.3,7.98,7.8,8.68,8.82,8.83,8.78,7.77,6.9,6.47,6.92,7.73,6.58,8.72,10.7,10.7,10.8,10.4,8.59,8.77,9.61,12.5,10.4,8.27,7.63,7.93,9.03,9.18,9.55,9.37,9.51,12.3,12.3
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,4.64,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.15,1.11,1.21,2.08,2.68,2.44,2.9,2.75,1.96,1.7,1.57,1.68,1.5,1.47,1.36,1.51,1.79,2.72,2.94,2.93,3.23,3.36,5.16,5.91,5.51,4.83,4.31,4.05,4.05,4.39,6.53,5.8,4.71,4.49,4.47,4.27,4.05,4.19,4,3.89,3.85,3.92
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,3.03,4.7,,,,2.1,,,2.2,,2.62,0.29,2.1,1.57,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.17,,,,,,,,,,2.6,2.7,,1.7,,,,,,,2.87,1.37,,,,8.68,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.02,9.47,11.9,,,,,,8.87,7.52,7,6.68,6.62,10.3,9.3,,,8.04,10.8,10.1,10.8,11.1,10,8.5,9.84
Uruguay,,,,,,,,,,,,,,,,,,,,,,,6.5,7.1,7.7,7.8,7,,,,,,,5.1,9.1,,9.27,,8.5,6.7,,,6.85,7.15,6.83,6.47,6.95,7.86,,,7.12,8.02,10.1,11.2,13.2,13.3,10.1,9.36,8.15,6.71,5.62,5.51,5.27,4.84,4.91,4.99,5.06,6.36,6.5,6.56,6.86,7.34,8.71
USA,3.6,5.9,5.1,2.8,2.8,2.8,5.3,4.2,3.8,4.1,6.8,5.2,5.4,6.4,5.2,5.2,4.6,4,3.2,3.1,2.9,2.8,4.4,5.3,5,4.2,4.9,7.9,7.1,6.3,5.3,5.1,6.9,7.4,9.9,9.9,7.4,7,6.9,6.2,5.5,5.2,5.7,7.2,7.9,7.2,6.17,5.63,5.44,4.94,4.42,4.11,3.9,4.8,5.93,6.27,5.64,5.07,4.62,4.73,6.1,10.3,10.5,9.37,8.23,7.64,6.26,5.37,4.94,4.4,3.95,3.72,7.8
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.3,0.3,,,,,,,,,,,,,,4.3,4.6,5.1,5,5,5.2,5.3,5.3,6,,6,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,18.4,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,6.45,,7.5,8.86,12.5,13.8,13.6,11.3,9.83,7.76,10.1,13.9,,,,8.05,8.95,10.3,,,,,10.1,14.4,14.4,,10.1,8.11,7.05,6.26,6.18,7.22,6.7,6.27,,,,5.26,4.5,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,3.19,2.42,2.25,2.37,2.27,1.92,1.88,1.86,,,2.12,,1.89,1.15,1.09,1.12,1.48,1.4,1.98,1.99,2.03,1.28,2.07,2.01
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,,4.11,2.08,,,,,,,,,6.74,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,,,,,1.13,,,,,5.24,7.84,,7.8,,,10.6,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,,,,,12.5,,,,,13,11.9,12.1,11.8,11.5,11.3,12.4,,,,12.3,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,21.1,25.3,26.3,27.3,27.1,24.4,23.6,22.6,21.5,19.7,21.9,22.8,22.6,22.8,22.9,23.1,23.2,24.5,25.2,25.1,26.8,27.7
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,14.1,16.3,,18.9,,,14.9,,13,,14.1,,,,,,,,8.14,,,,,,,,,10.9,11.1,12.1,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,6.51,,,,,,,6.76,,,8.73,,7.28,,,,,4.26,,,,,,,4.73,,,4.36,,,,,16,
